LigandID;heavyAtomSize;flexibility
6EA;30;0.109091
6EB;25;0.146341
6EC;26;0.136364
6ED;30;0.113208
6EE;46;0.189873
6EF;48;0.191489
6EG;42;0.192771
6EH;31;0.1875
6EJ;33;0.078125
6EK;45;0.231707
6EL;19;0.0322581
6EM;10;0.115385
6EN;20;0.0882353
6EO;20;0.15625
6EP;24;0.125
6EQ;26;0.136364
6ES;38;0.253012
6ET;25;0.104167
6EU;46;0.0978261
6EV;13;0.0454545
6EW;33;0.0967742
6EX;8;0.0714286
6EY;28;0.0851064
6EZ;25;0.0816327
6F0;11;0.0588235
6F1;30;0.113208
6F2;38;0.084507
6F3;21;0.0857143
6F4;13;0.136364
6F5;10;0.2
6F7;21;0.108108
6F8;23;0.218182
6F9;35;0.109589
6FA;54;0.141304
6FB;15;0
6FC;25;0.146341
6FD;16;0
6FE;27;0.0877193
6FF;29;0.12
6FG;14;0.133333
6FH;11;0.214286
6FJ;31;0.117647
6FK;33;0.122807
6FL;15;0.238095
6FM;25;0.125
6FN;33;0.18
6FP;14;0.05
6FQ;29;0.0697674
6FR;15;0.108108
6FS;31;0.192982
6FT;28;0.108696
6FU;25;0.15
6FV;25;0.0526316
6FW;31;0.06
6FX;20;0.09375
6FY;20;0.289474
6FZ;12;0.0434783
6G0;37;0.169492
6G1;27;0.0727273
6G2;26;0.1
6G3;37;0.109375
6G4;21;0.291667
6G6;40;0.174603
6G7;21;0.0606061
6G9;25;0.171429
6GA;23;0.195122
6GB;27;0.117647
6GC;29;0.134615
6GD;28;0.08
6GE;23;0.0731707
6GF;30;0.127273
6GG;47;0.202381
6GH;27;0.125
6GJ;18;0.0769231
6GK;30;0.127273
6GL;13;0.25
6GM;29;0.115385
6GN;47;0.242105
6GO;12;0.05
6GP;18;0.151515
6GQ;27;0.113208
6GS;26;0.142857
6GT;12;0.285714
6GU;11;0
6GV;29;0.1
6GW;31;0.111111
6GX;31;0.177419
6GY;40;0.0963855
6GZ;32;0.111111
6H0;28;0.230769
6H1;21;0.0882353
6H2;17;0.0344828
6H3;33;0.125
6H4;33;0.131148
6H5;40;0.166667
6H6;15;0.12
6H8;15;0.107143
6H9;15;0.111111
6HA;23;0.097561
6HB;27;0.163265
6HC;21;0.105263
6HD;14;0.08
6HE;39;0.0657895
6HF;35;0.121212
6HG;24;0.0952381
6HH;28;0.0769231
6HI;37;0.185714
6HJ;30;0.0701754
6HK;27;0.0833333
6HL;30;0.0714286
6HM;20;0.142857
6HN;12;0.26087
6HO;14;0.08
6HP;15;0.0967742
6HQ;10;0
6HR;24;0.125
6HS;31;0.0869565
6HT;22;0.1
6HU;30;0.16129
6HV;21;0.0789474
6HW;20;0.0789474
6HX;15;0.0357143
6HY;14;0.173913
6HZ;21;0.0714286
6IA;28;0.148148
6IG;33;0.140845
6IN;28;0.166667
6IP;18;0.0857143
6IR;29;0.189655
6J0;24;0.177778
6J1;14;0.1
6J2;35;0.169492
6J3;18;0.1
6J4;62;0.261682
6J5;14;0.136364
6J6;20;0.0294118
6J7;24;0.0263158
6J8;23;0.212766
6J9;15;0.0333333
6JA;16;0.185185
6JB;23;0.212766
6JC;16;0.0344828
6JD;17;0.0714286
6JE;34;0.0833333
6JF;33;0.0847458
6JG;26;0.113636
6JH;22;0.0833333
6JJ;21;0.0882353
6JM;21;0.030303
6JN;10;0.266667
6JO;20;0.03125
6JP;22;0.0526316
6JQ;41;0.125
6JR;31;0.0384615
6JS;28;0.106383
6JT;27;0.150943
6JU;22;0.128205
6JV;34;0.153846
6JW;14;0.12
6JX;23;0.153846
6JY;20;0.236842
6JZ;17;0.333333
6K0;33;0.127273
6K1;32;0.125
6K2;32;0.145455
6K3;19;0.181818
6K4;34;0.135593
6K5;31;0.109091
6K6;29;0.14
6K7;31;0.107143
6K8;24;0.266667
6K9;52;0.0336134
6KA;28;0.125
6KB;46;0.202532
6KC;34;0.0983607
6KD;32;0.116667
6KE;32;0.16
6KF;50;0.206186
6KG;48;0.211538
6KH;19;0.181818
6KJ;17;0.222222
6KK;43;0.145833
6KL;25;0.183673
6KM;11;0.238095
6KN;20;0.0625
6KO;26;0.125
6KP;23;0.0263158
6KQ;46;0.142857
6KR;44;0.141414
6KS;19;0.181818
6KT;13;0.047619
6KU;18;0.181818
6KV;24;0.12
6KW;18;0.181818
6KX;11;0.037037
6KY;11;0.2
6KZ;33;0.176471
6L0;42;0
6L1;29;0.153846
6L2;33;0.16129
6L3;13;0.0740741
6L4;26;0.162791
6L5;36;0.212121
6L6;14;0.125
6L7;29;0.15
6L8;30;0.159091
6L9;13;0.227273
6LA;21;0.097561
6LB;8;0.047619
6LC;24;0.113636
6LD;28;0.203704
6LE;11;0.0952381
6LF;30;0.134615
6LG;32;0.166667
6LH;12;0.0909091
6LI;34;0.135593
6LJ;28;0.122807
6LK;26;0.116279
6LL;17;0.111111
6LM;20;0.0930233
6LN;4;0.111111
6LO;33;0.125
6LP;24;0.139535
6LQ;38;0.106667
6LR;6;0
6LS;18;0.181818
6LT;37;0.1
6LU;22;0.125
6LV;25;0.0888889
6LW;11;0.05
6LX;37;0.136986
6LY;11;0.0952381
6LZ;11;0.105263
6M0;32;0.2
6M1;11;0.05
6M3;26;0.0638298
6M4;11;0
6M5;43;0.125
6M6;18;0.235294
6M8;24;0.122449
6M9;10;0
6MA;23;0.121951
6MB;31;0.115385
6MC;23;0.121951
6MD;20;0.0810811
6ME;13;0
6MG;31;0.217391
6MH;9;0
6MI;26;0.0909091
6MJ;11;0.0434783
6MK;24;0.2
6ML;10;0
6MM;33;0.046875
6MN;16;0.1
6MO;1;1
6MP;10;0
6MQ;29;0.0727273
6MR;31;0.132075
6MS;21;0.175
6MT;23;0.121951
6MU;9;0
6MV;38;0.0606061
6MW;14;0.08
6MX;36;0.1
6MY;22;0.0714286
6MZ;24;0.119048
6N0;26;0.0666667
6N1;22;0.136364
6N2;22;0.133333
6N3;35;0.116883
6N4;13;0.125
6N5;45;0.186813
6N6;11;0.0588235
6N8;23;0.155556
6N9;34;0.133333
6NA;8;0.210526
6NB;74;0.193798
6NC;75;0.181818
6ND;30;0.163265
6NE;26;0.0612245
6NF;19;0.097561
6NG;31;0.217391
6NH;24;0.0731707
6NI;12;0.0555556
6NJ;17;0.0909091
6NK;21;0.119048
6NL;25;0.111111
6NM;21;0.0909091
6NN;29;0.238095
6NO;95;0.103627
6NP;35;0.0746269
6NQ;31;0.163265
6NR;28;0.16
6NS;27;0.125
6NT;12;0.0588235
6NU;28;0.12
6NV;45;0.186813
6NW;24;0.119048
6NX;11;0.111111
6NY;23;0.136364
6NZ;16;0.0789474
6O0;12;0.115385
6O1;111;0.104545
6O2;31;0.134615
6O3;21;0.0833333
6O5;10;0.166667
6O6;87;0.106742
6O7;84;0.109827
6O8;29;0.283582
6O9;22;0.311111
6OA;10;0.176471
6OB;22;0.27451
6OC;22;0.27451
6OD;10;0.1875
6OE;27;0.316667
6OG;24;0.119048
6OH;10;0.2
6OJ;17;0
6OK;27;0.12
6OL;4;0
6OM;7;0.125
6ON;77;0.213333
6OO;22;0.128205
6OP;26;0.145833
6OQ;8;0.0555556
6OR;13;0.0588235
6OS;19;0.0588235
6OT;12;0.0588235
6OU;49;0.322581
6OV;29;0.140625
6OW;16;0.0333333
6OX;40;0.0985915
6OY;44;0.188889
6OZ;21;0.0714286
6P0;23;0.0869565
6P1;22;0.0930233
6P2;23;0.0888889
6P3;15;0.08
6P4;16;0.0333333
6P5;18;0.0606061
6P6;20;0.0857143
6P8;21;0.108108
6P9;43;0.121212
6PB;17;0.037037
6PC;9;0.0714286
6PD;50;0.12931
6PE;27;0.322034
6PF;32;0.135593
6PG;17;0.241379
6PH;40;0.32
6PJ;73;0.181818
6PK;38;0.225352
6PL;52;0.308824
6PM;22;0.0909091
6PN;20;0.162791
6PO;26;0.145833
6PP;14;0.1
6PQ;21;0.1
6PR;16;0.269231
6PS;20;0.0769231
6PT;28;0.122449
6PU;34;0.0684932
6PV;42;0.1625
6PW;30;0.0757576
6PX;35;0.223881
6PY;30;0.245614
6PZ;23;0.155556
6Q0;24;0.113636
6Q1;34;0.0410959
6Q2;26;0.0833333
6Q3;13;0.153846
6Q4;40;0.135802
6Q5;33;0.0117647
6Q6;32;0.106061
6Q7;34;0.0952381
6Q8;30;0.117647
6Q9;20;0.0857143
6QA;64;0.231405
6QB;31;0.115385
6QC;30;0.227273
6QD;19;0.171429
6QE;31;0.142857
6QF;15;0
6QG;28;0
6QH;25;0.186047
6QJ;24;0.075
6QK;21;0.151515
6QL;31;0.176471
6QM;24;0.113636
6QN;17;0.103448
6QO;24;0.0810811
6QP;33;0.113208
6QQ;28;0.170213
6QR;25;0.12766
6QS;36;0.0821918
6QT;19;0.030303
6QU;25;0.0789474
6QV;19;0.133333
6QW;33;0.136364
6QX;22;0.0612245
6QY;25;0.0701754
6QZ;33;0.0540541
6R0;33;0.0540541
6R1;28;0.0634921
6R3;7;0.153846
6R4;27;0.195652
6R5;25;0.175
6R6;13;0.105263
6R7;13;0.111111
6R8;14;0.0909091
6R9;26;0.136364
6RB;35;0.130435
6RC;36;0.117647
6RD;34;0.0909091
6RE;23;0.113636
6RF;37;0.106061
6RG;26;0.102041
6RH;18;0.15625
6RJ;30;0.155556
6RK;10;0.0434783
6RL;26;0.0833333
6RM;25;0.111111
6RN;15;0.107143
6RO;12;0.1
6RP;14;0.130435
6RQ;12;0
6RR;16;0.0606061
6RS;21;0.0697674
6RT;23;0.0930233
6RU;23;0.0888889
6RV;30;0.146341
6RW;17;0.0833333
6RX;25;0.0444444
6RY;20;0.075
6RZ;15;0.129032
6S0;19;0.0833333
6S1;33;0.0645161
6S2;20;0.162162
6S3;27;0.0576923
6S4;17;0.0789474
6S5;27;0.109091
6S6;25;0.207547
6S7;21;0.102041
6S8;51;0.269231
6S9;27;0.125
6SA;66;0.11194
6SB;34;0.097561
6SC;24;0.097561
6SD;14;0.0769231
6SE;3;0
6SF;12;0.142857
6SG;36;0.238806
6SH;37;0.162162
6SJ;33;0.0793651
6SK;28;0.0535714
6SL;15;0.0384615
6SM;10;0.0769231
6SN;14;0.0454545
6SO;13;0.08
6SP;6;0
6SQ;24;0.0869565
6SR;27;0.0588235
6SS;35;0.0769231
6ST;39;0.0704225
6SU;15;0.153846
6SV;16;0.128205
6SW;22;0.0277778
6SX;21;0.0285714
6SY;20;0.030303
6SZ;22;0.027027
6T0;18;0.0555556
6T1;38;0.157895
6T2;33;0.0746269
6T3;35;0.056338
6T4;10;0.111111
6T5;18;0.0857143
6T6;25;0.0625
6T7;18;0.133333
6T8;37;0.202703
6T9;29;0.12
6TA;28;0.114754
6TB;39;0.0952381
6TC;40;0.157895
6TD;26;0.0888889
6TE;20;0.102564
6TF;38;0.153846
6TG;29;0.0727273
6TH;29;0.142857
6TJ;19;0.0625
6TL;40;0.129412
6TM;42;0.130952
6TN;26;0.0980392
6TO;23;0.125
6TP;28;0.115385
6TS;42;0.177215
6TT;31;0.173077
6TU;24;0.116279
6TV;20;0.175
6TW;36;0.126984
6TX;20;0.146341
6TY;20;0.0512821
6TZ;12;0.05
6U0;30;0.132075
6U1;29;0.142857
6U2;35;0.144928
6U3;40;0.118421
6U4;31;0.163265
6U5;18;0.138889
6U6;15;0.125
6U7;29;0.113208
6U8;30;0.1875
6U9;30;0.175439
6UA;9;0
6UB;28;0.185185
6UC;30;0.183333
6UD;22;0.190476
6UE;30;0.0925926
6UF;25;0.133333
6UG;28;0.116279
6UH;27;0.155556
6UI;23;0.0731707
6UJ;27;0.104167
6UK;28;0.148936
6UL;42;0.31405
6UM;23;0.125
6UN;10;0.2
6UO;30;0.178571
6UP;14;0.0384615
6UQ;95;0.102564
6UR;34;0.129032
6US;34;0.129032
6UT;39;0.142857
6UU;16;0.133333
6UV;33;0.175439
6UW;22;0.0857143
6UX;40;0.169231
6UY;27;0.159091
6UZ;34;0.194805
6V0;44;0.142857
6V1;16;0.166667
6V2;37;0.2
6V3;37;0.1
6V4;43;0.148148
6V5;42;0.139241
6V6;49;0.322314
6V7;30;0.186441
6V8;23;0.214286
6V9;9;0.0714286
6VA;15;0.117647
6VB;45;0.0416667
6VC;28;0.238806
6VD;13;0.04
6VF;14;0.137931
6VG;25;0.285714
6VH;42;0.119048
6VJ;50;0.0481928
6VK;26;0.0363636
6VL;24;0.04
6VM;28;0.0483871
6VN;31;0.0746269
6VO;12;0.125
6VP;12;0.125
6VQ;57;0.145833
6VR;30;0.134328
6VS;37;0.152941
6VT;24;0.0697674
6VU;36;0.15
6VV;7;0
6VW;20;0
6VX;23;0.135135
6VY;20;0.147059
6VZ;37;0.142857
6W0;21;0.128205
6W1;33;0.140625
6W2;17;0.142857
6W3;34;0.119403
6W4;40;0.139241
6W5;26;0.294118
6W6;15;0.0952381
6W7;21;0.108108
6W8;22;0.102564
6W9;27;0.215686
6WA;26;0.204082
6WB;24;0.2
6WC;26;0.222222
6WD;22;0.0526316
6WE;23;0.047619
6WF;23;0.0222222
6WG;14;0.0666667
6WH;40;0.120482
6WJ;31;0.114754
6WK;15;0.275862
6WL;22;0.0571429
6WM;27;0.0327869
6WN;27;0.0175439
6WO;2;0
6WP;35;0.0806452
6WQ;25;0.0444444
6WR;18;0.027027
6WS;18;0.0740741
6WT;19;0.103448
6WU;20;0.025
6WV;26;0.0338983
6WW;27;0.0322581
6WX;32;0.103448
6WY;31;0.0909091
6WZ;34;0.101695
6X0;37;0.162162
6X1;21;0.15625
6X2;32;0.0967742
6X3;34;0.119403
6X4;34;0.285714
6X5;37;0.162162
6X6;13;0.130435
6X7;12;0.05
6X8;8;0
6X9;16;0.0689655
6XA;10;0.26087
6XB;19;0.0810811
6XC;19;0.0512821
6XD;22;0.137255
6XE;27;0.0681818
6XF;30;0.166667
6XG;29;0.131148
6XH;31;0.0833333
6XI;13;0.0952381
6XJ;45;0.178571
6XK;31;0.152542
6XL;39;0.0869565
6XM;38;0.0759494
6XN;35;0.166667
6XO;35;0.216216
6XP;25;0.111111
6XQ;46;0.125
6XR;20;0.09375
6XS;39;0.142857
6XT;25;0.125
6XU;34;0.12069
6XV;27;0.0980392
6XW;36;0.0833333
6XX;38;0.0909091
6XY;21;0.0952381
6XZ;28;0.0754717
6Y0;17;0.09375
6Y1;20;0.0681818
6Y2;38;0.15493
6Y3;17;0.1
6Y4;33;0.103448
6Y5;9;0.266667
6Y6;29;0.178571
6Y7;32;0.111111
6Y8;30;0.0909091
6Y9;10;0.0434783
6YA;33;0.142857
6YB;32;0.177419
6YC;27;0.157895
6YD;24;0.121951
6YE;27;0.102041
6YF;28;0.195122
6YG;27;0.0980392
6YH;22;0.108108
6YJ;16;0.147059
6YK;52;0.196429
6YL;29;0.109091
6YN;31;0.0714286
6YP;14;0.137931
6YQ;23;0.108108
6YR;13;0.0689655
6YS;24;0.121951
6YT;23;0.205128
6YU;67;0.176
6YV;14;0.130435
6YW;25;0.3125
6YX;97;0.377049
6YY;45;0.350877
6YZ;39;0.196721
6Z0;28;0.113636
6Z1;25;0.125
6Z2;28;0.0784314
6Z3;37;0.164384
6Z4;39;0.1
6Z5;29;0.0566038
6Z6;32;0.0689655
6Z7;29;0.107143
6Z8;28;0.0555556
6Z9;30;0.117647
6ZA;23;0.0263158
6ZB;16;0.133333
6ZC;24;0.139535
6ZD;35;0.2
6ZE;20;0.05
6ZF;27;0.0909091
6ZG;23;0.130435
6ZH;24;0.111111
6ZJ;27;0
6ZK;33;0.107143
6ZL;65;0.189189
6ZM;23;0.0652174
6ZN;34;0.09375
6ZO;32;0.142857
6ZP;27;0.0888889
6ZQ;33;0.129032
6ZR;27;0.115385
6ZS;8;0.111111
6ZT;41;0.113924
6ZU;24;0.0952381
6ZV;37;0.0958904
6ZW;17;0.0857143
6ZX;13;0.0909091
6ZY;27;0.0727273
6ZZ;32;0.0909091
700;30;0.150943
701;29;0.127273
702;32;0.169492
703;31;0.109091
704;25;0.116279
705;41;0.135135
706;28;0.111111
707;17;0.206897
708;39;0.147059
709;24;0.0930233
70A;46;0.045977
70B;43;0.146341
70C;48;0.0430108
70D;46;0.045977
70E;50;0.272727
70G;16;0.0857143
70H;17;0.09375
70J;28;0.0925926
70K;34;0.0895522
70L;31;0.1
70M;30;0.137931
70N;40;0.0704225
70O;33;0.0972222
70P;24;0.104167
70Q;33;0.12069
70R;57;0.16
70S;10;0
70T;13;0.0454545
70U;26;0.159091
70V;9;0
70W;14;0.0882353
70X;29;0.118644
70Y;31;0.078125
70Z;34;0.132353
710;32;0.0806452
711;34;0.0869565
712;38;0.166667
713;26;0.12766
714;25;0.226415
715;28;0.133333
716;34;0.241935
717;10;0.0588235
718;12;0
719;41;0.138889
71A;7;0
71B;10;0.0555556
71C;42;0.136986
71D;31;0.172414
71E;47;0.0786517
71F;11;0.105263
71G;9;0.0666667
71H;46;0.168539
71I;18;0.128205
71J;8;0
71K;9;0
71L;9;0
71M;8;0
71N;14;0.047619
71P;29;0.107143
71Q;28;0.148936
71R;40;0.13253
71S;28;0.12069
71T;31;0.0701754
71U;29;0.140625
71V;24;0.1
71W;29;0.121212
71X;26;0.0980392
71Y;26;0.0980392
720;17;0.210526
721;21;0.195122
722;24;0.22
723;22;0.0833333
724;21;0.0810811
725;30;0.118644
726;33;0.121212
727;26;0.0888889
728;27;0.153846
729;42;0.130952
72B;41;0.0512821
72C;31;0.0819672
72D;16;0.0714286
72E;17;0.0645161
72F;43;0.191781
72G;18;0.1
72H;20;0.0588235
72J;48;0.244681
72K;37;0.0704225
72L;32;0.0925926
72M;39;0.112676
72N;15;0.0666667
72O;20;0.117647
72P;27;0.0869565
72Q;26;0.1
72R;12;0
72S;12;0
72T;15;0.05
72U;15;0.0869565
72V;12;0
72W;39;0.115942
72X;35;0.168675
72Y;21;0.0555556
730;39;0.155844
731;26;0.08
732;26;0.137255
733;26;0.097561
734;25;0.0952381
735;33;0.160714
736;32;0.0461538
737;45;0.182927
738;21;0.111111
739;34;0.246575
73A;31;0.160714
73B;31;0.0877193
73C;11;0.24
73D;13;0.0434783
73E;22;0.0731707
73F;19;0.0882353
73G;19;0.171429
73H;20;0.0882353
73J;35;0.0677966
73K;26;0.113636
73L;35;0.104478
73M;5;0
73N;15;0.285714
73O;14;0.148148
73P;13;0.269231
73Q;18;0
73R;35;0.108108
73S;33;0.0740741
73T;42;0.0519481
73U;23;0.0714286
73V;34;0.225352
73W;21;0.111111
73X;22;0.05
73Y;36;0.0666667
73Z;30;0.0645161
740;32;0.0952381
741;38;0.185714
742;25;0.241935
743;32;0.131148
744;23;0.0833333
745;22;0.0697674
746;43;0.107143
747;20;0.0666667
748;44;0.158537
749;29;0.181818
74A;45;0.166667
74B;28;0.122449
74C;1;0
74D;37;0.118421
74E;30;0.0625
74F;30;0.0714286
74G;52;0.212963
74H;30;0.0943396
74J;30;0.0943396
74K;30;0.0943396
74L;33;0.1
74M;28;0.233333
74N;31;0.0892857
74O;27;0.0816327
74P;18;0.257143
74Q;31;0.0727273
74S;36;0.0789474
74T;52;0.144144
74U;23;0.097561
74V;25;0.134615
74W;31;0.137255
74X;31;0.137255
74Y;23;0.104167
74Z;20;0.0789474
750;52;0.153846
751;37;0.101449
752;28;0.159091
753;23;0.119048
754;29;0.106061
755;24;0.14
756;27;0.0576923
757;62;0.209091
758;23;0.162791
759;69;0.182482
75A;39;0.235294
75B;26;0.116279
75C;50;0.229167
75D;19;0.0930233
75E;27;0.111111
75F;24;0.04
75G;23;0.027027
75H;41;0.121622
75J;33;0.0983607
75K;12;0
75L;37;0.0684932
75M;33;0.0983607
75N;36;0.0735294
75O;24;0.0952381
75P;32;0.164384
75Q;30;0.0877193
75R;30;0.0877193
75S;29;0.0925926
75T;27;0.0892857
75U;29;0.142857
75V;24;0.270833
75W;12;0.105263
75X;26;0.0769231
75Y;21;0.151515
75Z;34;0.122807
760;22;0.0666667
761;19;0.137931
762;26;0.0681818
763;32;0.157895
765;28;0.127273
766;31;0.145455
767;24;0.153846
768;31;0.129032
769;32;0.140351
76A;35;0.0746269
76B;32;0.127273
76C;33;0.0943396
76D;18;0.0952381
76E;35;0.109091
76G;31;0.145455
76H;30;0.15873
76J;32;0.173913
76K;31;0.171875
76L;31;0.15625
76M;31;0.151515
76O;34;0.147059
76P;23;0.0888889
76Q;31;0.111111
76R;49;0.130435
76S;31;0.134615
76T;36;0.126984
76U;24;0.227273
76V;27;0.263158
76X;8;0
76Y;16;0.107143
76Z;23;0.0714286
770;28;0.0681818
771;32;0.166667
772;17;0.12
773;55;0.0677966
774;17;0.0344828
775;24;0.142857
777;26;0.12766
778;29;0.115385
779;33;0.12
77A;26;0.183673
77B;38;0.210526
77C;34;0.109091
77D;31;0.0833333
77E;23;0.204545
77F;40;0.160494
77G;33;0.152542
77H;33;0.152542
77J;20;0.176471
77K;25;0.116279
77L;21;0.138889
77M;32;0.166667
77N;33;0.157895
77O;14;0.130435
77P;30;0.163265
77Q;32;0.152542
77R;28;0.173077
77S;32;0.142857
77T;18;0.0555556
77U;17;0.0606061
77V;24;0.0909091
77W;30;0.0727273
77X;19;0.0789474
77Y;36;0.15625
77Z;34;0.111111
780;25;0.0681818
781;16;0.1
782;32;0.078125
783;27;0.0816327
784;29;0.09375
785;24;0.108108
786;38;0.15493
787;15;0.12
788;30;0.0943396
789;19;0.0333333
78A;31;0.209677
78B;13;0.153846
78C;19;0.105263
78D;22;0.229167
78E;40;0.0357143
78F;28;0.209677
78G;39;0.16
78H;23;0.102564
78J;27;0.0833333
78K;38;0.15493
78L;44;0.126582
78M;22;0.290909
78N;22;0.290909
78O;29;0.177419
78P;18;0.0555556
78Q;28;0.186441
78R;46;0.0421053
78S;28;0.241935
78T;4;0
78U;16;0.0967742
78V;32;0.15
78W;25;0.179487
78X;47;0.0408163
78Y;15;0.0769231
78Z;25;0.105263
790;15;0.0714286
791;13;0.142857
792;30;0.166667
793;22;0.128205
794;25;0.125
795;13;0.1
796;28;0.163265
797;21;0.0285714
798;26;0.12
799;34;0.0757576
79A;26;0.1
79B;39;0.168831
79C;39;0.0897436
79D;41;0.108434
79E;32;0.238806
79F;30;0.258621
79G;41;0.156627
79H;25;0.125
79J;24;0.177778
79K;30;0.113208
79L;42;0.204545
79M;23;0.293103
79N;23;0.293103
79O;22;0.030303
79P;43;0.191011
79Q;44;0.121951
79R;33;0.0952381
79S;33;0.107692
79T;32;0.1
79U;35;0.127273
79V;21;0.105263
79W;16;0.0740741
79X;22;0.0526316
79Y;29;0.117647
79Z;31;0.140351
7A0;52;0.168317
7A1;39;0.168831
7A2;14;0.238095
7A3;14;0.238095
7A4;25;0.0833333
7A5;28;0.0909091
7A6;22;0.111111
7A7;27;0.113636
7A8;10;0.037037
7A9;22;0.02
7AA;26;0.1
7AB;22;0.0588235
7AC;21;0.0833333
7AD;24;0.125
7AE;35;0.107692
7AF;30;0.227273
7AG;33;0.206349
7AH;26;0.0980392
7AJ;32;0.09375
7AK;42;0.175258
7AL;26;0.0517241
7AM;32;0.142857
7AN;15;0.133333
7AO;57;0.203252
7AP;17;0.0666667
7AR;24;0.108108
7AS;36;0.179104
7AT;28;0.108696
7AU;31;0.0666667
7AV;33;0.118644
7AW;45;0.231579
7AX;30;0.14
7AY;32;0.132075
7AZ;72;0.05
7B0;14;0.25
7B1;22;0.114286
7B2;38;0.0555556
7B3;14;0.0357143
7B4;13;0
7B5;29;0.246154
7B6;31;0.191781
7B7;28;0.160714
7B8;39;0.235294
7B9;27;0.18
7BA;23;0.136364
7BB;24;0.208333
7BC;10;0.294118
7BD;20;0.114286
7BE;30;0.015625
7BF;26;0.0833333
7BG;31;0.111111
7BH;23;0.0888889
7BJ;22;0.0930233
7BK;25;0.130435
7BL;31;0.056338
7BN;43;0.178571
7BO;43;0.178571
7BP;22;0.136364
7BQ;53;0.186275
7BR;27;0.115385
7BS;43;0.0833333
7BT;30;0.166667
7BU;41;0.0714286
7BV;24;0.0652174
7BW;20;0.131579
7BX;15;0.153846
7BY;28;0.169492
7BZ;4;0
7C0;18;0.222222
7C1;21;0.0555556
7C2;16;0.275
7C3;10;0.25
7C4;79;0.105263
7C5;33;0.0943396
7C6;28;0.0392157
7C7;41;0.228916
7C8;44;0.0873786
7C9;8;0.1875
7CA;37;0.0972222
7CB;14;0.0434783
7CC;13;0.214286
7CD;12;0.0416667
7CE;23;0.1
7CF;45;0.0980392
7CG;24;0.1
7CH;22;0.0263158
7CJ;23;0.1
7CK;27;0.0222222
7CL;6;0.1875
7CM;24;0.1
7CN;23;0.105263
7CO;24;0.1
7CP;25;0.0217391
7CQ;25;0.108696
7CR;32;0.137931
7CS;21;0.0697674
7CT;15;0.0769231
7CU;23;0.116279
7CV;13;0.0689655
7CW;43;0.123711
7CY;19;0.0555556
7CZ;9;0
7D0;21;0.0769231
7D1;10;0.0454545
7D2;13;0.0357143
7D3;26;0.162791
7D4;30;0.1875
7D5;22;0.131579
7D6;23;0.0697674
7D7;18;0.0909091
7D8;12;0.0384615
7D9;40;0.108108
7DA;22;0.102564
7DB;53;0.186275
7DC;52;0.254902
7DD;27;0.133333
7DE;21;0.135135
7DF;20;0.0465116
7DG;11;0
7DH;9;0.214286
7DJ;31;0.156863
7DK;42;0.108108
7DL;42;0.105263
7DM;15;0.0434783
7DN;36;0.106667
7DP;14;0.148148
7DQ;26;0.117647
7DR;27;0.117647
7DS;42;0.111111
7DT;31;0.16
7DU;45;0.25
7DV;9;0
7DW;52;0.256
7DX;35;0.121212
7DY;36;0.174603
7DZ;28;0.0943396
7E0;17;0.0238095
7E1;39;0.142857
7E3;39;0.157143
7E4;39;0.168831
7E5;18;0.125
7E7;23;0.075
7E8;21;0.288462
7E9;21;0.288462
7EA;20;0.0833333
7EB;37;0.130435
7EC;40;0.116883
7ED;50;0.203883
7EE;29;0.0322581
7EF;26;0.0888889
7EG;24;0.0731707
7EH;17;0.0322581
7EJ;38;0.152941
7EK;38;0.156627
7EL;18;0.0689655
7EM;26;0.0666667
7EN;22;0.0588235
7EO;22;0.0588235
7EP;26;0.163265
7EQ;22;0.0588235
7ER;23;0.0571429
7ES;21;0.0606061
7ET;40;0.116883
7EV;39;0.157143
7EX;7;0
7EY;22;0.131579
7EZ;26;0.254237
7F1;49;0.181818
7F2;10;0.222222
7F3;34;0.0769231
7F4;9;0
7F5;25;0.163265
7F6;16;0.0967742
7F7;24;0.111111
7F9;25;0.173913
7FA;23;0.267857
7FB;8;0.190476
7FC;23;0.0606061
7FD;27;0.109091
7FE;38;0.112676
7FF;15;0.0666667
7FG;30;0.0952381
7FH;12;0.0625
7FJ;24;0.0444444
7FK;26;0
7FL;22;0.0434783
7FM;39;0.0289855
7FN;11;0.133333
7FO;32;0.0909091
7FP;35;0.112903
7FQ;29;0.0461538
7FR;29;0.030303
7FS;29;0.0441176
7FT;29;0.0925926
7FU;15;0.12
7FV;32;0.05
7FW;39;0.130435
7FX;23;0.0810811
7FY;24;0.097561
7FZ;19;0.025641
7G0;18;0.0238095
7G1;20;0
7G2;18;0.0689655
7G3;17;0.0689655
7G4;11;0
7G5;21;0.0540541
7G6;45;0.0813953
7G7;46;0.0795455
7G8;37;0.171875
7G9;31;0.192982
7GA;9;0.136364
7GB;34;0.0967742
7GC;19;0.16129
7GE;15;0.0454545
7GF;20;0.117647
7GG;23;0.133333
7GJ;29;0.12069
7GK;23;0.0697674
7GL;23;0.0930233
7GM;19;0.113636
7GP;19;0.166667
7GQ;34;0.0847458
7GR;28;0.259259
7GS;42;0.0759494
7GT;34;0.0882353
7GU;23;0.1
7GV;25;0.0740741
7GW;12;0.0833333
7GX;28;0.0980392
7GY;21;0.0789474
7GZ;27;0.0612245
7H0;27;0.142857
7H1;31;0.25641
7H2;28;0.113636
7H3;27;0.0869565
7H4;21;0.0909091
