LigandID;heavyAtomSize;flexibility
QMM;12;0.2
QMN;35;0.09375
QMP;11;0.0769231
QMQ;37;0.133333
QMR;16;0
QMS;15;0.0769231
QN1;53;0.159091
QN2;41;0.135135
QN3;41;0.135135
QN7;33;0.0701754
QNB;25;0.0980392
QNC;13;0.047619
QND;13;0.047619
QNI;20;0.0232558
QNM;20;0.121212
QNO;21;0.170213
QNS;33;0.147541
QNZ;30;0.104167
QO9;38;0.0963855
QOL;20;0.162162
QPA;17;0.25
QPC;31;0.15
QPH;14;0.2
QPP;23;0.0731707
QPR;13;0.04
QPS;44;0.1
QPT;13;0
QPU;32;0.0724638
QQ1;28;0.0740741
QQ2;33;0.177419
QQ3;24;0.113636
QQ7;84;0
QQH;25;0.08
QQQ;16;0.0689655
QQV;28;0.145455
QQX;22;0.0540541
QQY;22;0.0540541
QQZ;23;0.205882
QRG;20;0.297297
QRL;9;0.227273
QRO;21;0.125
QRP;21;0.0487805
QRW;34;0.155172
QRX;34;0.166667
QS5;33;0.140625
QSC;9;0.05
QSI;32;0.178571
QSN;25;0.108108
QSO;21;0.0571429
QTP;30;0.16
QTR;1;1
QUA;17;0.0645161
QUB;16;0.137931
QUD;35;0.105263
QUE;22;0.0294118
QUH;41;0.157895
QUI;13;0.05
QUJ;19;0.111111
QUK;19;0.142857
QUL;25;0.115385
QUM;30;0.166667
QUN;28;0.15
QUO;33;0.112903
QUP;25;0.0714286
QUS;13;0.15
QUV;73;0.269231
QUW;31;0.163636
QUX;60;0.279503
QUY;68;0.277457
QUZ;10;0
QV4;55;0.107143
QV6;43;0.08
QV7;43;0.129032
QV8;27;0.0697674
QVE;19;0.133333
QVR;20;0.0540541
QVS;15;0.0416667
QWE;42;0.176471
QWI;26;0.037037
QWS;26;0.12766
QWV;69;0.282486
QX;13;0.05
QY9;10;0.111111
QYD;24;0.116279
QYT;18;0.037037
QZ3;27;0.106383
QZE;31;0.0784314
QZK;25;0.146341
QZN;22;0.170213
QZQ;33;0.0240964
QZZ;26;0.119048
R;31;0.142857
R00;24;0.183673
R01;27;0.137255
R02;28;0.175439
R03;29;0.180328
R04;28;0.150943
R07;34;0.0517241
R09;35;0.078125
R0N;29;0.148148
R10;15;0.24
R11;32;0.0983607
R12;23;0.106383
R13;25;0.0714286
R14;56;0.165138
R15;35;0.258065
R16;16;0.265306
R17;26;0.16
R18;21;0
R19;28;0.189655
R1A;19;0.15
R1B;17;0.0810811
R1C;45;0
R1F;22;0.0888889
R1P;14;0.12
R1S;23;0.0857143
R1T;29;0.169811
R1X;9;0.0526316
R1Z;47;0
R20;12;0.0454545
R21;24;0.166667
R22;26;0.125
R23;31;0.104478
R24;40;0.123288
R26;27;0.15
R2B;9;0.0588235
R2C;25;0.136364
R2G;8;0.0625
R2N;14;0.0434783
R2P;12;0.157895
R2S;23;0.0857143
R2T;12;0.190476
R2Z;30;0.254237
R30;30;0.166667
R31;39;0.195402
R32;36;0.151899
R33;16;0.264706
R34;32;0.0909091
R35;12;0.16
R36;39;0.182927
R37;39;0.182927
R38;21;0.175
R39;35;0.136986
R3G;59;0.181818
R3M;59;0.181818
R3S;21;0.117647
R3W;5;0.142857
R3X;29;0.0980392
R3Z;23;0.0526316
R40;22;0.261905
R45;45;0.240506
R46;28;0.192982
R47;52;0.222222
R48;38;0.111111
R49;38;0.109589
R4A;53;0.0564516
R4B;44;0.179487
R4C;37;0.19403
R4E;17;0.111111
R4G;29;0.0980392
R4K;18;0.0967742
R4L;46;0.0729167
R4M;23;0.1
R4N;33;0.103448
R51;14;0.25
R52;14;0.25
R55;42;0.105882
R56;31;0.180328
R57;28;0.139535
R58;28;0.152174
R59;21;0.175
R5A;54;0.064
R5B;54;0.064
R5I;36;0.147541
R5P;14;0.25
R5T;24;0.177778
R5V;23;0.159091
R5X;26;0.155556
R64;30;0.157895
R68;43;0.105882
R69;37;0.126761
R6A;55;0.0703125
R6C;26;0.150943
R6G;41;0.164706
R70;30;0.117647
R71;28;0.214286
R77;22;0.217391
R78;38;0.0987654
R79;28;0.192982
R7A;17;0.0882353
R7I;36;0.147541
R7U;56;0.0763359
R82;27;0.117647
R83;31;0.145161
R84;44;0.216867
R86;37;0.146667
R88;25;0.163265
R8C;33;0.145455
R8D;28;0.139535
R8E;29;0.133333
R8G;62;0.12766
R8J;20;0.1
R91;22;0.162791
R92;23;0.128205
R93;35;0.101695
R94;40;0.113924
R96;42;0.105882
R99;26;0.240741
R9A;58;0.0875912
R9B;39;0.136364
R9P;30;0.0740741
R9T;25;0.115385
RA0;24;0.130435
RA1;23;0.147059
RA2;25;0.153846
RA4;35;0.225352
RA5;26;0.119048
RA8;34;0.219178
RA9;21;0.181818
RAA;11;0
RAB;19;0.0588235
RAC;25;0.181818
RAD;66;0.0466667
RAE;10;0
RAF;34;0.117647
RAI;23;0.142857
RAJ;39;0.15493
RAL;34;0.107692
RAM;11;0
RAN;19;0.135135
RAO;12;0.0384615
RAP;65;0.0408163
RAR;36;0.130435
RAS;13;0.103448
RAT;12;0.210526
RAU;13;0.111111
RAV;16;0.117647
RAW;41;0.104167
RAX;20;0.0208333
RAZ;15;0.097561
RB;1;1
RB0;10;0.190476
RB1;22;0.0697674
RB2;17;0.135135
RB3;20;0.268293
RB4;32;0.183333
RB5;10;0.210526
RB6;36;0.15873
RB9;37;0.173913
RBC;38;0.135135
RBD;28;0.0943396
RBE;20;0.102564
RBF;27;0.102041
RBL;10;0.210526
RBN;9;0
RBP;25;0.08
RBQ;27;0.111111
RBS;22;0.131579
RBT;61;0.0390625
RBU;30;0.0925926
RBV;17;0.1
RBY;36;0.140625
RBZ;24;0.0888889
RC0;22;0.0810811
RC1;25;0.170732
RC2;27;0.102041
RC4;24;0.113636
RC5;21;0.209302
RC7;25;0.155556
RC8;32;0.140625
RCA;21;0.0789474
RCB;43;0.123457
RCC;46;0.125
RCD;88;0.0454545
RCE;23;0.1
RCH;41;0.0921053
RCI;6;0.1
RCJ;21;0.243902
RCL;21;0.277778
RCM;19;0.0606061
RCO;8;0
RCP;36;0.0657895
RCS;26;0.181818
RCX;22;0.0789474
RCY;17;0.027027
RCZ;52;0
RD0;33;0.0789474
RD1;24;0.131579
RD2;20;0.0909091
RD3;20;0.16129
RD7;33;0.08
RDA;28;0.170213
RDC;25;0
RDD;18;0.0666667
RDE;27;0.166667
RDF;37;0.164384
RDG;29;0.14
RDI;25;0
RDL;23;0.131579
RDP;14;0.12
RDR;33;0.103448
RDS;20;0.135135
RDT;19;0.0789474
RE;1;1
RE0;17;0.1
RE1;22;0.285714
RE2;17;0.09375
RE3;17;0.1
RE8;27;0.0681818
RE9;22;0.0784314
REA;22;0.1
REB;25;0.155556
REC;26;0.234043
RED;12;0.259259
REE;10;0.166667
REF;22;0
REI;13;0.210526
REJ;14;0.2
REL;13;0.227273
REM;44;0.185567
REN;24;0.0816327
REO;5;0
REP;21;0.09375
REQ;23;0.0789474
RER;11;0
RES;14;0.26087
RET;21;0.102041
REV;21;0.119048
REW;38;0.142857
REX;26;0.294118
REY;21;0.292683
REZ;17;0.264706
RF1;23;0.108696
RF2;18;0.0666667
RF3;24;0.113636
RF4;25;0.148936
RF5;14;0.125
RF7;18;0.176471
RFA;70;0.0316456
RFB;70;0.0316456
RFC;62;0.220339
RFH;60;0.14876
RFL;55;0.145833
RFM;34;0.152542
RFN;25;0.152174
RFP;59;0.0413223
RFQ;32;0.178571
RFV;50;0.0294118
RFW;19;0.28125
RFX;22;0.170732
RFZ;20;0.0588235
RG1;52;0.161017
RG2;26;0.128205
RGA;68;0.121795
RGC;66;0.119205
RGE;15;0.258065
RGG;17;0.142857
RGI;5;0.111111
RGJ;27;0.130435
RGK;18;0.0322581
RGL;11;0.24
RGP;14;0.26087
RGS;40;0.352113
RGT;45;0.178082
RGZ;25;0.152174
RH;1;1
RH0;17;0.205882
RH1;17;0.0909091
RH2;22;0.2
RH3;1;1
RH9;104;0.13913
RHA;15;0.0714286
RHB;33;0.104478
RHC;17;0.176471
RHD;7;0
RHE;7;0
RHL;27;0.183333
RHM;29;0
RHN;21;0.0322581
RHO;36;0.0769231
RHP;14;0.107143
RHQ;33;0.104478
RHS;17;0.190476
RHU;11;0.0666667
RHX;29;0.037037
RI2;18;0.166667
RI5;21;0.0243902
RI8;28;0.155556
RI9;29;0.22
RIA;36;0.145161
RIB;10;0.05
RIC;24;0.0888889
RID;41;0.148148
RIE;38;0.171053
RIF;67;0.0656934
RIL;18;0.195122
RIM;13;0.0277778
RIN;15;0
RIO;31;0.0895522
RIP;10;0
RIR;11;0
RIS;17;0.142857
RIT;50;0.217822
RIV;29;0.12
RJ1;18;0.185185
RJ6;17;0.1875
RJA;34;0.166667
RJE;24;0.155556
RJI;18;0.0714286
RJN;29;0.137255
RJP;23;0.146341
RJW;29;0.121212
RKA;35;0.125
RKD;22;0.097561
RKE;16;0.0606061
RKF;53;0
RKL;51;0
RKM;52;0
RKN;16;0.09375
RKP;51;0
RKS;38;0.27027
RKT;14;0
RL1;30;0.0588235
RL2;26;0.240741
RL3;27;0.0625
RLB;47;0
RLI;26;0.159091
RLJ;28;0.209302
RLL;32;0.18
RLM;17;0.0740741
RLP;27;0.173913
RLT;32;0.145455
RM0;21;0.155556
RM1;11;0.04
RM2;14;0.0714286
RM4;11;0
RM8;23;0.0625
RMA;14;0.1
RMB;23;0.0952381
RMC;27;0.140351
RMD;23;0.0535714
RME;18;0.102564
RML;53;0
RMM;18;0.137931
RMN;11;0.105263
RMO;6;0
RMP;22;0.1
RMR;22;0.190476
RMT;27;0.155556
RMY;34;0.161765
RN1;16;0.129032
RN3;62;0.176991
RN6;59;0.163636
RN8;30;0.166667
RNA;24;0.1
RNB;22;0.133333
RND;31;0.109375
RNE;21;0.0961538
RNG;16;0.0606061
RNH;22;0.264151
RNK;17;0.1
RNN;24;0.192308
RNO;12;0.15
RNP;19;0.128205
RNR;36;0.140845
RNS;11;0.181818
RNT;11;0.166667
RNY;43;0.129412
RO0;40;0.121951
RO1;50;0.169811
RO2;32;0.05
RO3;20;0.129032
RO4;28;0.258065
RO5;21;0.176471
RO6;26;0.0612245
RO7;31;0.157895
RO8;20;0.142857
RO9;25;0.0869565
ROA;26;0.162791
ROB;13;0.125
ROC;49;0.15534
ROD;23;0.142857
ROE;25;0.116279
ROF;26;0.190476
ROI;15;0
ROK;17;0.2
ROL;20;0.0930233
ROM;60;0.0625
RON;8;0.166667
ROP;5;0.0909091
ROR;10;0.210526
ROS;26;0.0384615
ROU;27;0.157895
ROX;58;0.0955882
RP1;22;0.027027
RP2;23;0.027027
RP3;13;0.125
RP4;25;0.0888889
RP5;14;0.12
RP6;23;0.181818
RP8;13;0.04
RPA;53;0.168067
RPB;24;0.0666667
RPC;25;0.146341
RPD;30;0.188679
RPF;39;0.15
RPG;24;0.232143
RPH;12;0.0357143
RPI;16;0.266667
RPL;30;0.188679
RPN;15;0.173913
RPO;49;0.115385
RPP;20;0.0555556
RPQ;13;0
RPR;34;0.166667
RPS;29;0.0185185
RPT;63;0.0454545
RPX;66;0.0479452
RQ3;25;0.142857
RQQ;22;0.128205
RQX;19;0.125
RR1;40;0.118644
RR2;102;0.00558659
RR6;72;0.135922
RR8;36;0.131148
RRA;4;0.125
RRC;26;0.148148
RRG;27;0.132075
RRH;27;0.132075
RRK;16;0.0909091
RRM;39;0.147727
RRO;12;0.0666667
RRP;30;0.0961538
RRQ;46;0.142857
RRR;28;0.104167
RRS;33;0.112676
RRT;17;0.21875
RRV;21;0.195652
RRX;41;0.102041
RS1;28;0.14
RS2;27;0.14
RS3;29;0.111111
RS7;19;0.205128
RS8;30;0.183673
RSA;13;0.111111
RSD;75;0.0696203
RSE;34;0.157895
RSF;9;0
RSG;9;0
RSH;12;0.217391
RSK;16;0.0909091
RSM;14;0.241379
RSO;9;0.111111
RSP;21;0.111111
RSQ;23;0.131579
RSS;32;0.101449
RST;10;0
RSV;16;0.0357143
RSW;34;0.0163934
RSX;17;0.0571429
RSY;44;0.238636
RSZ;44;0.235294
RT;22;0.105263
RT0;20;0.0857143
RT1;18;0.166667
RT3;29;0.137255
RT7;30;0.145833
RT8;30;0.131148
RTA;31;0
RTB;33;0
RTC;7;0.5
RTD;11;0.105263
RTE;30;0.122449
RTF;30;0.111111
RTH;23;0.0666667
RTK;10;0.153846
RTL;21;0.0980392
RTM;23;0.1
RTN;29;0.0983607
RTP;29;0.2
RTR;30;0.0961538
RTX;24;0.137255
RTY;20;0.225
RTZ;25;0.0740741
RU;1;1
RU0;20;0
RU1;5;0.5
RU2;8;0.0588235
RU5;26;0.0930233
RU6;69;0.0903226
RU7;13;0.03125
RU8;44;0.0379747
RU9;26;0.0909091
RUA;39;0
RUB;18;0.275862
RUC;7;0
RUD;25;0.0701754
RUF;27;0.0588235
RUG;18;0.0882353
RUH;20;0
RUI;23;0.0263158
RUJ;11;0.148148
RUL;80;0
RUM;24;0.0909091
RUN;47;0.197917
RUO;4;0
RUP;36;0.155844
RUR;43;0.0930233
RUS;21;0.114286
RUT;43;0.0779221
RUU;10;0.05
RUX;39;0.102941
RV1;16;0.137931
RVA;22;0.142857
RVB;19;0.151515
RVC;19;0.15625
RVD;18;0.166667
RVE;16;0.166667
RVI;33;0.123288
RVN;23;0.0540541
RVP;21;0.142857
RVX;15;0.21875
RW1;12;0.047619
RW2;27;0.170213
RW3;41;0.08
RW4;38;0.0571429
RWF;23;0.097561
RWJ;27;0.185185
RWX;33;0.122807
RWY;19;0.212121
RWZ;24;0.140625
RX0;35;0.128205
RX3;44;0.178571
RX4;34;0.246154
RX5;36;0.189873
RX6;36;0.189873
RX8;23;0.106383
RXA;13;0
RXB;27;0.139535
RXC;28;0.139535
RXD;31;0.196078
RXM;57;0.0265487
RXO;11;0.0588235
RXP;50;0.206186
RXR;14;0.0625
RXT;23;0.113636
RXV;33;0.125
RXZ;37;0.123077
RY;21;0.105263
RYJ;18;0.185185
RYN;15;0.15625
RYU;31;0.0344828
RYV;15;0.148148
RYX;21;0.2
RYY;16;0.166667
RYZ;24;0.212121
RZ0;17;0.181818
RZ1;27;0.222222
RZ4;11;0.16
RZ5;18;0.194444
RZ7;30;0.230769
RZ8;19;0.205128
RZD;31;0.193548
RZH;16;0.0882353
RZM;22;0.108696
RZW;19;0.0810811
RZX;25;0.166667
S;1;1
S00;39;0.160494
S01;32;0.0483871
S02;26;0.155172
S03;32;0.0793651
S04;39;0.160494
S05;23;0.0625
S06;25;0.0408163
S0A;15;0.15625
S0B;15;0.125
S0C;14;0.137931
S0D;15;0.037037
S0E;14;0.05
S0F;14;0.0833333
S0G;16;0.030303
S0H;8;0.125
S0I;18;0.0588235
S0J;19;0.075
S0K;20;0.105263
S0L;31;0.122807
S0N;63;0.243243
S0W;12;0.142857
S10;15;0.3125
S11;29;0.156863
S12;35;0.3125
S13;22;0.0444444
S14;31;0.118644
S16;20;0.15625
S17;26;0.27451
S18;39;0.123457
S19;25;0.102041
S1A;37;0.0481928
S1C;19;0.121212
S1D;16;0.0769231
S1H;26;0.296875
S1P;25;0.274194
S1S;55;0.0952381
S1T;29;0.169811
S1Y;25;0.150943
S20;27;0.109091
S21;18;0.208333
S22;38;0.106667
S23;29;0.192982
S24;12;0.111111
S25;30;0.142857
S26;27;0.116279
S27;26;0.166667
S28;32;0.180328
S29;33;0.171875
S2A;40;0.0506329
S2C;13;0.24
S2D;14;0.16
S2G;10;0.235294
S2H;2;0
S2I;28;0.107143
S2L;18;0.0666667
S2M;26;0.166667
S2N;37;0.301205
S2O;13;0.125
S2P;12;0.157895
S2T;15;0.166667
S2X;20;0.121212
S30;34;0.0847458
S31;41;0.129412
S32;38;0.123457
S33;47;0.202381
S35;35;0.164179
S36;23;0.0652174
S38;20;0.138889
S3B;15;0.148148
S3C;15;0.1
S3F;8;0
S3G;28;0.166667
S3H;3;0
S3N;28;0.0851064
S3P;16;0.111111
S41;32;0.127273
S42;28;0.118644
S44;37;0.146341
S45;18;0.0588235
S46;16;0.0606061
S47;33;0.129032
S48;38;0.125
S49;39;0.173333
S4A;22;0.105263
S4B;19;0.0909091
S4C;21;0.111111
S4G;23;0.102564
S4H;4;0
S4M;24;0.12
S4P;4;0.2
S4U;21;0.114286
S51;30;0.0847458
S52;30;0.0877193
S53;39;0.0958904
S54;35;0.171429
S55;38;0.102564
S56;37;0.171429
S57;21;0.209302
S58;26;0.102564
S5B;31;0.0847458
S5D;27;0.107143
S5H;30;0.084507
S5P;22;0.111111
S5S;5;0.125
S5Z;17;0.1
S60;16;0
S61;28;0.145833
S62;17;0.0869565
S69;23;0.142857
S6G;23;0.102564
S6I;19;0.135135
S6L;31;0.145455
S6P;16;0.233333
S70;15;0.25
S71;28;0.12069
S72;39;0.168831
S73;29;0.156863
S74;36;0.138889
S76;10;0.0588235
S77;25;0.0638298
S79;27;0.0638298
S7B;16;0.137931
S7K;26;0.111111
S7M;28;0.145455
S7P;18;0.151515
S80;29;0.212121
S81;22;0.0625
S82;26;0.109091
S84;26;0.153846
S85;23;0.142857
S88;29;0.101695
S89;32;0.193548
S8A;16;0.0833333
S8F;23;0.162791
S8M;28;0.137255
S8Y;32;0.163934
S8Z;33;0.125
S90;25;0.148148
S91;28;0.142857
S94;25;0.115385
S97;29;0.118644
S98;22;0.0810811
S99;26;0.173077
S9L;14;0.321429
S9T;25;0.115385
SA0;20;0.102564
SA1;20;0.0697674
SA2;24;0.309524
SA3;38;0.0307692
SA6;20;0.0909091
SA8;27;0.134615
SA9;9;0.0588235
SAA;12;0.0909091
SAB;18;0.2
SAC;10;0.222222
SAD;43;0.148649
SAE;43;0.152778
SAF;12;0.0740741
SAG;22;0.15
SAH;26;0.145833
SAI;26;0.145833
SAJ;40;0.164179
SAK;21;0.0540541
SAL;10;0.0625
SAM;27;0.137255
SAN;11;0.0526316
SAO;26;0.142857
SAP;31;0.163265
SAQ;21;0.0857143
SAR;6;0.166667
SAS;28;0.136364
SAT;8;0.181818
SAU;25;0
SAV;30;0.127273
SAW;39;0.159091
SAX;23;0.245283
SAY;21;0.135135
SAZ;15;0.097561
SB;1;1
SB0;27;0.0784314
SB1;31;0
SB2;27;0.0869565
SB3;33;0.157143
SB4;25;0.0638298
SB5;23;0.0952381
SB6;22;0.097561
SB7;13;0.178571
SB8;21;0.189189
SB9;14;0.178571
SBA;29;0.230769
SBB;26;0.142857
SBC;25;0.075
SBD;26;0.183673
SBE;6;0
SBF;39;0.166667
SBG;11;0.2
SBH;16;0.25
SBI;17;0
SBK;14;0.166667
SBL;26;0.183673
SBN;20;0.0857143
SBO;4;0
SBP;13;0.214286
SBR;26;0.142857
SBS;26;0.142857
SBT;5;0.0714286
SBU;4;0.0769231
SBW;21;0.138889
SBX;33;0.144737
SBY;22;0.258621
SBZ;16;0.129032
SC;20;0.114286
SC0;25;0.241379
SC1;25;0.170732
SC2;10;0.222222
SC3;26;0.0576923
SC4;27;0.152174
SC5;24;0.176471
SC6;44;0.149425
SC7;40;0.176471
SC8;25;0.097561
SC9;24;0.097561
SCA;55;0.257732
SCB;33;0.127273
SCC;3;0
SCD;55;0.252525
SCE;18;0.0909091
SCF;24;0.097561
SCG;27;0.153846
SCH;9;0.235294
SCI;12;0.208333
SCJ;24;0.097561
SCK;20;0.22449
SCL;14;0.173913
SCM;23;0.0408163
SCN;3;0
SCO;55;0.255102
SCP;22;0.153846
SCQ;24;0.097561
SCR;55;0.269231
SCS;10;0.25
SCT;18;0.0555556
SCU;13;0.233333
SCV;25;0.282609
SCW;24;0.097561
SCX;28;0.104167
SCY;10;0.222222
SCZ;26;0.102041
SD1;35;0.101449
SD2;32;0.222222
SD3;10;0.235294
SD4;10;0.235294
SD5;29;0.0754717
SD8;26;0.102041
SDA;13;0.0526316
SDB;13;0.115385
SDC;13;0.25
SDD;12;0.217391
SDE;28;0.0943396
SDF;14;0.0952381
SDG;23;0.102564
SDH;25;0.0930233
SDJ;32;0.157143
SDK;42;0.258824
SDL;24;0.0930233
SDN;21;0.0540541
SDO;31;0.307692
SDP;15;0.266667
SDR;23;0.291667
SDS;17;0.285714
SDT;23;0.0612245
SDV;28;0.0816327
SDX;60;0.25
SDZ;29;0.107692
SE;1;1
SE0;29;0.207547
SE2;12;0
SE4;5;0
SE5;17;0.133333
SE7;9;0.2
SE8;31;0.333333
SEA;4;0.1
SEB;17;0.2
SEC;7;0.153846
SEE;11;0.210526
SEF;27;0.333333
SEG;7;0.153846
SEH;17;0.2
SEI;44;0.180723
SEK;3;0
SEL;6;0.142857
SEM;14;0.185185
SEN;13;0.2
SEO;4;0.111111
SEP;11;0.222222
SER;7;0.153846
SES;13;0.16129
SET;7;0.142857
SEU;6;0.153846
SEY;4;0
SF1;27;0.108696
SF2;29;0.12
SF3;7;0
SF4;8;0
SF5;26;0.22
SF6;12;0.0833333
SF7;23;0.204545
SF8;33;0.321429
SF9;12;0.0833333
SFA;78;0.0867052
SFB;40;0.117647
SFC;62;0.220339
SFD;57;0.14433
SFE;12;0.130435
SFF;19;0.0465116
SFG;27;0.134615
SFI;24;0.0930233
SFJ;22;0.153846
SFK;19;0.2
SFL;5;0
SFM;53;0.0720721
SFN;4;0
SFO;4;0
SFP;64;0.0754717
SFQ;20;0.129032
SFR;20;0.131579
SFS;8;0
SFT;62;0.283871
SFU;12;0.0384615
SFX;22;0.170732
SFY;17;0.103448
SG1;19;0.0967742
SG2;15;0.0416667
SG3;13;0.166667
SG4;22;0.179487
SG5;28;0.226415
SG6;19;0.147059
SG7;22;0.179487
SG8;36;0.106061
SG9;85;0.0591398
SGA;16;0.107143
SGB;14;0.206897
SGC;12;0.0416667
SGD;12;0.0416667
SGE;25;0
SGF;36;0.240964
SGI;12;0.130435
SGL;7;0.214286
SGM;6;0.153846
SGN;20;0.151515
SGP;23;0.0526316
SGR;12;0.227273
SGS;27;0.14
SGT;31;0.163265
SGV;22;0.0769231
SGW;20;0.0588235
SGX;12;0.227273
SH0;62;0.169492
SH1;33;0.253731
SH2;26;0.207547
SH3;30;0.224138
SH4;23;0.162791
SH5;33;0.209677
SH6;11;0.28
SHA;11;0.111111
SHB;14;0.0769231
SHC;13;0.258065
SHD;12;0.0416667
SHF;8;0.2
SHG;12;0.0434783
SHH;19;0.25641
SHI;12;0.15
SHL;12;0.0555556
SHM;17;0.166667
SHO;8;0.235294
SHP;34;0.123077
SHR;19;0.289474
SHT;28;0.313725
SHU;11;0.25
SHV;9;0.227273
SHW;32;0.294118
SHX;26;0.130435
SHY;33;0.0645161
SI0;39;0.123457
SI1;29;0.241379
SI2;21;0.15
SI3;21;0.25641
SI4;37;0.125
SI5;25;0.0434783
SI6;24;0.0465116
SI7;37;0.115385
SI8;38;0.125
SI9;38;0.13253
SIA;21;0.15
SIB;26;0.148936
SIC;14;0.125
SID;25;0.1875
SIE;35;0.2
SIF;12;0.16
SIG;35;0.141026
SIH;31;0.0882353
SII;36;0.0945946
SIJ;20;0.0232558
SIL;18;0.195122
SIM;31;0.152778
SIN;8;0.230769
SIO;28;0.207547
SIR;63;0.175439
SIS;31;0.0857143
SIX;35;0.147059
SIZ;17;0.133333
SJ1;29;0.3
SJ5;11;0.0454545
SJJ;23;0.15
SJP;46;0.138614
SJR;17;0.133333
SJZ;25;0.0888889
SK1;32;0.216667
SK2;29;0.153846
SK3;17;0.0857143
SK4;26;0.111111
SK6;27;0.153846
SK7;16;0.1
SK8;21;0.0555556
SKA;12;0
SKD;20;0.131579
SKE;27;0.121951
SKF;14;0.037037
SKH;20;0.268293
SKK;28;0.163636
SKM;12;0.0454545
SKO;22;0.145833
SKP;26;0.190476
SKT;23;0.125
SKY;26;0.0625
SKZ;30;0
SL0;37;0.109375
SL1;43;0.189873
SL2;38;0.130435
SL3;38;0.130435
SL5;14;0.172414
SL6;29;0.114754
SLA;15;0.09375
SLB;21;0.15
SLC;14;0.148148
SLD;37;0.179104
SLE;10;0.173913
SLF;55;0.279412
SLH;32;0.157143
SLI;16;0.107143
SLL;17;0.294118
SLM;21;0.146341
SLN;38;0.191176
SLO;26;0.0888889
SLP;6;0.181818
SLQ;32;0.140625
SLR;16;0.0909091
SLT;43;0.142857
SLU;40;0.126984
SLX;24;0.0416667
SLZ;10;0.238095
SM;1;1
SM1;33;0.225806
SM2;22;0.189189
SM3;19;0.176471
SM4;24;0.195122
SM5;28;0.0545455
SM6;26;0.130435
SM7;29;0.0555556
SM8;66;0.104348
SM9;41;0.125
SMA;37;0.1625
SMB;7;0.125
SMC;8;0.1875
SMD;24;0.102041
SME;10;0.2
SMF;17;0.166667
SMG;16;0.3
SMH;38;0.126582
SMI;24;0.0384615
SMK;37;0.139241
SML;10;0.0555556
SMM;28;0.142857
SMN;11;0.105263
SMO;4;0
SMP;22;0.1
SMQ;52;0.105263
SMR;39;0.120482
SMS;22;0.0769231
SMT;26;0.166667
SMX;31;0.153846
SMY;30;0.0833333
SMZ;13;0.259259
SN0;15;0.275862
SN1;13;0.0952381
SN2;22;0.235294
SN3;44;0.191011
SN5;15;0.1
SN6;35;0.106061
SN7;37;0.1
SN8;36;0.0804598
SN9;37;0.0909091
SNA;57;0.272727
SNB;20;0.0571429
SNC;9;0.285714
SND;44;0.146667
SNE;10;0.037037
SNF;20;0
SNG;16;0.121212
SNH;28;0.12766
SNI;19;0.0606061
SNL;29;0.0307692
SNM;9;0.157895
SNN;8;0
SNO;12;0.15
SNP;19;0.146341
SNR;15;0.133333
SNS;36;0.140845
SNT;28;0.0862069
SNU;12;0.0434783
SNW;21;0.170732
SNX;28;0.111111
SNY;15;0.148148
SO1;35;0.0864198
SO2;3;0
SO3;4;0
SO4;5;0
SO8;27;0.12963
SOA;9;0.0555556
SOC;9;0.2
SOD;36;0.075
SOE;12;0.0416667
SOF;30;0.106061
SOG;20;0.1875
SOH;5;0
SOL;12;0.217391
SOM;4;0
SON;26;0.136364
SOO;31;0.292308
SOP;52;0.244681
SOR;12;0.2
SOS;31;0.157895
SOT;10;0.0526316
SOX;24;0.108696
SOY;35;0.174603
SP0;28;0.113636
SP1;22;0.027027
SP2;42;0.184466
SP3;35;0.14
SP5;17;0.295455
SP6;28;0.12766
SP7;14;0.25
SP8;19;0.227273
SP9;19;0.227273
SPA;9;0.133333
SPB;23;0.186047
SPC;23;0.162791
SPD;10;0.25
SPE;13;0.277778
SPF;63;0.216216
SPG;27;0.136364
SPH;21;0.263158
SPI;31;0.160714
SPJ;16;0.244444
SPK;14;0.255814
SPL;30;0.2875
SPM;14;0.282051
SPN;43;0.214286
SPO;42;0.178218
SPP;32;0.111111
SPQ;27;0.214286
SPR;59;0.0808824
SPS;23;0.214286
SPT;21;0.108108
SPU;31;0.2625
SPV;10;0.230769
SPW;24;0.302326
SPX;68;0.116883
SPY;10;0.0666667
SPZ;16;0.244444
SQ;11;0.130435
SQ1;36;0.116883
SQ9;29;0.0892857
SQA;30;0.2
SQD;54;0.287879
SQL;30;0.189873
SQO;23;0.0909091
SQS;21;0.263158
SQU;27;0.256098
SQX;50;0.00840336
SQZ;31;0.0576923
SR;1;1
SR0;10;0.225806
SR1;11;0.0869565
SR2;27;0.142857
SR3;21;0.277778
SR7;34;0.0967742
SR8;26;0.145833
SRA;23;0.102564
SRB;20;0.131579
SRD;20;0.131579
SRE;20;0.0512821
SRG;35;0.148649
SRI;7;0.181818
SRL;33;0.173333
SRM;63;0.178571
SRN;58;0.0546875
SRO;13;0.0769231
SRP;29;0.16
SRR;27;0.113208
SRS;33;0.0945946
SRT;10;0.2
SRX;40;0.0481928
SRY;40;0.135802
SRZ;11;0.26087
SS0;24;0.109091
SS1;9;0.0526316
SS2;9;0.0526316
SS3;27;0.115385
SS4;28;0.115385
SS5;35;0.123288
SS6;38;0.111111
SS7;27;0.12
SS8;19;0.09375
SS9;11;0.266667
SSA;29;0.16
